ID,category
Gaia DR3 2263904753808937856,0
Gaia DR3 2263904959967371008,0
Gaia DR3 2263905303565479552,0
Gaia DR3 2263905612802412288,0
Gaia DR3 2263906231277703424,0
Gaia DR3 2263906403076392960,0
Gaia DR3 2263909632891771904,0
Gaia DR3 2263910045208645632,0
Gaia DR3 2263910388806030592,0
Gaia DR3 2263911625756605184,0
Gaia DR3 2263911728835819520,0
Gaia DR3 2263912038073489536,0
Gaia DR3 2263912484750086016,0
Gaia DR3 2263913790420138752,0
Gaia DR3 2263914168377258240,0
Gaia DR3 2263914237096747520,0
Gaia DR3 2263914821212300416,0
Gaia DR3 2263916333041002752,0
Gaia DR3 2263916539199200256,0
Gaia DR3 2263916642278413696,0
Gaia DR3 2263918154106896896,0
Gaia DR3 2263918325905588608,0
Gaia DR3 2263918940085062912,0
Gaia DR3 2263918944380887296,0
Gaia DR3 2263920520633023360,0
Gaia DR3 2263920834166478592,0
Gaia DR3 2263920868524615936,0
Gaia DR3 2263921212123596928,0
Gaia DR3 2263921968037839872,0
Gaia DR3 2263921998101784832,0
Gaia DR3 2263922071117055360,0
Gaia DR3 2263922620872870272,0
Gaia DR3 2263922895750774144,0
Gaia DR3 2263922998829987712,0
Gaia DR3 2263924132701358976,0
Gaia DR3 2263924579378141696,0
Gaia DR3 2263924648097430784,0
Gaia DR3 2263925335292192000,0
Gaia DR3 2263925404011670912,0
Gaia DR3 2263925846392477952,0
Gaia DR3 2263925885048007808,0
Gaia DR3 2263925919407748224,0
Gaia DR3 2263927117702403968,0
Gaia DR3 2263927293797275392,0
Gaia DR3 2263928152790745216,0
Gaia DR3 2263928427667030656,0
Gaia DR3 2263928668186813568,0
Gaia DR3 2263929355381579392,0
Gaia DR3 2263930248734795264,0
Gaia DR3 2263930386173953920,0
Gaia DR3 2263930759835060224,0
Gaia DR3 2263930970289295616,0
Gaia DR3 2263931210807650176,0
Gaia DR3 2263931657484249728,0
Gaia DR3 2263932104160868864,0
Gaia DR3 2263932585197215744,0
Gaia DR3 2263934131385401088,0
Gaia DR3 2263935059098334976,0
Gaia DR3 2263935402695703808,0
Gaia DR3 2263935952451521280,0
Gaia DR3 2263936845804744832,0
Gaia DR3 2263937150746388224,0
Gaia DR3 2263937464280018944,0
Gaia DR3 2263937464280020096,0
Gaia DR3 2263937704798177280,0
Gaia DR3 2263940247418918400,0
Gaia DR3 2263940968973426048,0
Gaia DR3 2263941312570816384,0
Gaia DR3 2263941514433165184,0
Gaia DR3 2263942102844781568,0
Gaia DR3 2263942613944791168,0
Gaia DR3 2263942755679813376,0
Gaia DR3 2263942858759017216,0
Gaia DR3 2263942858759017856,0
Gaia DR3 2263942923182441216,0
Gaia DR3 2263943511594050432,0
Gaia DR3 2263943889551165568,0
Gaia DR3 2263944301868007808,0
Gaia DR3 2263945641897829120,0
Gaia DR3 2263945985495211520,0
Gaia DR3 2263946122934155264,0
Gaia DR3 2263947016287348224,0
Gaia DR3 2263947050647086336,0
Gaia DR3 2263948218878228608,0
Gaia DR3 2263948317661360128,0
Gaia DR3 2263949215310632064,0
Gaia DR3 2263949249670370048,0
Gaia DR3 2263949524548288768,0
Gaia DR3 2263950585404086784,0
Gaia DR3 2263951379974154624,0
Gaia DR3 2263951792291006848,0
Gaia DR3 2263952616924724096,0
Gaia DR3 2263952788723401344,0
Gaia DR3 2263953029241566976,0
Gaia DR3 2263953819515572352,0
Gaia DR3 2263954919027187968,0
Gaia DR3 2263954949094025984,0
Gaia DR3 2263955056466212096,0
Gaia DR3 2263956087258260608,0
Gaia DR3 2263956533934856320,0
Gaia DR3 2263956946251717248,0
Gaia DR3 2263957358568569472,0
Gaia DR3 2263957942684117760,0
Gaia DR3 2263958148842547200,0
Gaia DR3 2263959695030775296,0
Gaia DR3 2263959695030928256,0
Gaia DR3 2263959729390519424,0
Gaia DR3 2263960313506076288,0
Gaia DR3 2263960622743698944,0
Gaia DR3 2263962134572327168,0
Gaia DR3 2263962340730600960,0
Gaia DR3 2263962512529293696,0
Gaia DR3 2263962615608534912,0
Gaia DR3 2263963096644859136,0
Gaia DR3 2263964264875963520,0
Gaia DR3 2263964471034392320,0
Gaia DR3 2263966326460291456,0
Gaia DR3 2263966360820031872,0
Gaia DR3 2263966498258993792,0
Gaia DR3 2263966635697950464,0
Gaia DR3 2263967151094038528,0
Gaia DR3 2263967185453775616,0
Gaia DR3 2263967803929067392,0
Gaia DR3 2263967907008275584,0
Gaia DR3 2263968181886173056,0
Gaia DR3 2263968319325125888,0
Gaia DR3 2263968491123810432,0
Gaia DR3 2263969105303031936,0
Gaia DR3 2263969178318583552,0
Gaia DR3 2263969453196473472,0
Gaia DR3 2263969899873080192,0
Gaia DR3 2263970243470568960,0
Gaia DR3 2263970861945735936,0
Gaia DR3 2263971892737897088,0
Gaia DR3 2263972064536597760,0
Gaia DR3 2263972476853563520,0
Gaia DR3 2263972511213181184,0
Gaia DR3 2263973095328853760,0
Gaia DR3 2263973576365190016,0
Gaia DR3 2263974160480407936,0
Gaia DR3 2263975088193339392,0
Gaia DR3 2263975672309032192,0
Gaia DR3 2263976011610093824,0
Gaia DR3 2263976634381724288,0
Gaia DR3 2263977252856991104,0
Gaia DR3 2263977424655689344,0
Gaia DR3 2263977493375179904,0
Gaia DR3 2263977871332292224,0
Gaia DR3 2263979589319168896,0
Gaia DR3 2263980860629520384,0
Gaia DR3 2263980894989263232,0
Gaia DR3 2263981341665841152,0
Gaia DR3 2263981410385315328,0
Gaia DR3 2263982922213850752,0
Gaia DR3 2263983746847563136,0
Gaia DR3 2263983781207293696,0
Gaia DR3 2263984571481278720,0
Gaia DR3 2263985121237113472,0
Gaia DR3 2263985980230558080,0
Gaia DR3 2263986048950030720,0
Gaia DR3 2263986667425331328,0
Gaia DR3 2263986736144804352,0
Gaia DR3 2263986804864263936,0
Gaia DR3 2263987251540856960,0
Gaia DR3 2263987457699293440,0
Gaia DR3 2263987831360425216,0
Gaia DR3 2263987835656409344,0
Gaia DR3 2263988076174571648,0
Gaia DR3 2263988351052470272,0
Gaia DR3 2263988729009593088,0
Gaia DR3 2263989347484898688,0
Gaia DR3 2263990000319936384,0
Gaia DR3 2263990824953649408,0
Gaia DR3 2263991477788628736,0
Gaia DR3 2263991512148369792,0
Gaia DR3 2263991546508100608,0
Gaia DR3 2263991718306793600,0
Gaia DR3 2263992268062613376,0
Gaia DR3 2263992302422606848,0
Gaia DR3 2263993466359537408,0
Gaia DR3 2263993573732685312,0
Gaia DR3 2263995119920894592,0
Gaia DR3 2263995223000118016,0
Gaia DR3 2263995463518275968,0
Gaia DR3 2263996490014152960,0
Gaia DR3 2263996494310407040,0
Gaia DR3 2263996666109100672,0
Gaia DR3 2263996902331012864,0
Gaia DR3 2263998006138905472,0
Gaia DR3 2263998349736291968,0
Gaia DR3 2263998487175246208,0
Gaia DR3 2263998658973931008,0
Gaia DR3 2263999689766075520,0
Gaia DR3 2264000102082979584,0
Gaia DR3 2264000136442721536,0
Gaia DR3 2264000411320621312,0
Gaia DR3 2264000651838797312,0
Gaia DR3 2264001128578829440,0
Gaia DR3 2264001201594589440,0
Gaia DR3 2264001201594589952,0
Gaia DR3 2264001923149094400,0
Gaia DR3 2264003293241944320,0
Gaia DR3 2264003400617854208,0
Gaia DR3 2264003503697068032,0
Gaia DR3 2264003778574967680,0
Gaia DR3 2264004255314615424,0
Gaia DR3 2264004568848940544,0
Gaia DR3 2264004603208676864,0
Gaia DR3 2264004912446317184,0
Gaia DR3 2264005256043705344,0
Gaia DR3 2264005595344414080,0
Gaia DR3 2264005634000817536,0
Gaia DR3 2264005771439765504,0
Gaia DR3 2264006767872203776,0
Gaia DR3 2264006836591675008,0
Gaia DR3 2264007214548800384,0
Gaia DR3 2264007214548800640,0
Gaia DR3 2264007523786439168,0
Gaia DR3 2264007626865655424,0
Gaia DR3 2264009207413718784,0
Gaia DR3 2264009344852679552,0
Gaia DR3 2264009379212419584,0
Gaia DR3 2264010100766902528,0
Gaia DR3 2264011406436980224,0
Gaia DR3 2264012231070694784,0
Gaia DR3 2264012471588848000,0
Gaia DR3 2264013261862815488,0
Gaia DR3 2264013296222556160,0
